parent_topic,source_url,page_title,publisher_or_author,language,extracted_at,data_format,information_category,extracted_content,has_media,http_status,confidence_score
FIFA World Cup 2026 win predictions,https://www.espn.com/soccer/story/_/id/49082374/man-utd-marcus-rashford-valuation-barcelona-man-city-liverpool,Man Utd set £40m valuation on Marcus Rashford but Liverpool and Man City cannot trigger release clause - sources - ESPN,Unknown Publisher,en,2026-06-16T19:55:24.714088+00:00,text_paragraph,win_predictions,"Manchester Unitedhave set a £40 million ($34.8 million) transfer valuation onMarcus Rashfordsources have told ESPN, but ruled out the possibility of a move to traditional rivalsLiverpoolorManchester City, afterBarcelonarejected the chance to sign the forward on a permanent deal.
Rashford, 28, is in the United States preparing for England's World Cup opener againstCroatiain Dallas on Wednesday, but the forward now faces an uncertain club future following Barcelona's decision not to trigger a €30 million option to convert his season-long deal into a full transfer.
The Manchester-born player scored 14 goals and registered 14 assists in 49 appearances for Hansi Flick's team last season, helping the club to the LaLiga title.
But Barcelona's £69.3 million ($93 million) move for Newcastle United'sAnthony Gordonearlier this month scuppered Rashford's hopes of a full-time deal at Camp Nou and he will now be expected to return to United later this summer following an extended break at the end of his World Cup commitments.
Rashford has made over 400 senior appearances for United since making his debut under Louis van Gaal in Feb 2016 and he still has two years left to run on a £350,000 ($470,000)-a-week contract at Old Trafford.
-Man United feature in new Amazon 'All or Nothing' documentary-Transfer rumors, news: Roma to move for ex-Man United striker Greenwood?
Sources have said that Rashford favours seeing out the remainder of his United contract over a move to anotherPremier Leaguecl...",True,200,0.7
FIFA World Cup 2026 win predictions,https://www.espn.com/soccer/league/_/name/uefa.champions,"UEFA Champions League News, Stats, Scores  - ESPN",Unknown Publisher,en,2026-06-16T19:55:24.877517+00:00,text_paragraph,win_predictions,"Fresh from another Champions League triumph with Paris Saint-Germain -- with the rightback returning from injury to excel in the final -- Hakimi is the captain of the most accomplished Morocco side ever assembled.
UEFA appoint Somali referee Omar Artan to take charge of Super Cup clash between PSG v Aston Villa in Salzburg in August. Artan refused entry to USA despite being appointed to officials list by FIFA for World Cup
Andoni Iraola confirmed as new Liverpool head coach. Former Bournemouth coach succeeds Arne Slot at Anfield
Marquinhos consoled Arsenal's Gabriel Magalhães after his penalty miss in Saturday's Champions League final because he suffered the same painful experience.
French authorities confirmed that a person has died and two other people are in serious condition after overnight celebrations in the country.
Declan Rice and Noni Madueke have hit back at Arsenal's critics after their Champions League final loss.
Arsenal's Premier League title triumph has been years in the making. For the first time, ESPN can reveal the strategy which took them back to the top.
Arsenal defender Gabriel has admitted their Champions League penalty shoot-out defeat was ""painful"" as the Gunners prepared for their open-top bus parade.
Luis Enrique's Paris Saint-Germain have found their own blueprint for European dominance, and it has won them back-to-back Champions League titles.
Everything you need to know about Arsenal's parade following their Premier League title win.
Arsenal were ...",True,200,0.8
FIFA World Cup 2026 win predictions,https://www.espn.com/soccer/transfers-news-and-features/,Soccer Transfer News and Rumors - ESPN,Unknown Publisher,en,2026-06-16T19:55:25.002235+00:00,text_paragraph,win_predictions,"The 2026 summer transfer window is open. Here is how we rated the biggest deals.
Find out when the 2026 summer transfer window will close in the Premier League, LaLiga, Serie A, Bundesliga and Ligue 1.
All right: We've covered the best deals in PL history, but what makes a bad deal? Whatever the reasons behind them, here are the 50 worst since the league began in 1992.
What makes a great signing? Is it trophies won, goals scored, a long run of dominance ... or all of the above? Bill Connelly breaks down the best 50 Premier League moves since it began in 1992-93.
The WSL transfer deadline is over. Here are the clubs who can count the past month as a success, and those who may wish they had done more.
Deadline day was extremely quiet and the winter transfer window as a whole had its share of perplexing player moves. Here are our winners and losers.",True,200,0.7
FIFA World Cup 2026 win predictions,https://www.espn.com/soccer/league/_/name/usa.1,"MLS News, Stats, Scores  - ESPN",Unknown Publisher,en,2026-06-16T19:55:25.108169+00:00,text_paragraph,win_predictions,"U.S. referee Tori Penso was assigned to officiate The Group A match between Czechia and South Africa in Atlanta on Thursday, making her the second woman to take charge of a men's World Cup match.
The San Jose Earthquakes signed coach Bruce Arena to a new contract on Monday that runs through the 2028-29 MLS season.
As Germany opens its World Cup against Curacao on Sunday, one of its players may end up extending his stay in the United States beyond the tournament.
Ex-Chelsea and England captain John Terry hailed Bafana Bafana's Mbekezeli Mbokazi ahead of the World Cup.
Everything about the 2026 World Cup is bigger and different, and the stadium in Toronto is no exception.
South Korea captain Son Heung-min says he feels like a ""kid"" as he enters his fourth World Cup, where he will debut against the Czech Republic in a Group A match in Guadalajara on Thursday.
ESPN provides game-by-game analysis of Lionel Messi's performances for Inter Miami and Argentina.
Son Heung-Min's previous three World Cups perfectly mirrored where he was in his career. So what does 2026 hold for him?
Two years after Gregg Berhalter was fired as coach, son Sebastian will play for the USMNT at the World Cup. ""I never could have picked him,"" Gregg said.
Over 40 MLS players were called up to represent their countries at the 2026 World Cup. Find out who made the list.
Lucas Herrington is aware of the hype surrounding his rapid rise to the Socceroos and the growing talk of European club interest, but he's not a...",True,200,1.0
FIFA World Cup 2026 win predictions,https://www.espn.com/soccer/story/_/id/49020508/fifa-world-cup-live-updates-france-kick-tournament-vs-senegal,World Cup live updates: Senegal keeping France at arm's length - ESPN,Unknown Publisher,en,2026-06-16T19:55:25.305433+00:00,text_paragraph,win_predictions,"It's now time forLes Bleusto kick off theirFIFA World Cupcampaign as they take on African powerhouseSenegalat MetLife Stadium.
Can Didier Deschamps' team, with all of their star players, impress in their first game, or will the Lions of Teranga spoil their party as they did in their 2002 World Cup opener?
Join us for all the updates from East Rutherford, New Jersey.",True,200,0.7
 timeframe rules him out of the World Cup so England have turned to Chalobah to replace him.
""Arrangements are now being made for theChelseadefender to make the journey to the team's base camp in Kansas City, while the rest of the squad will head to Dallas, Texas for the Three Lions' opening group fixture against Croatia on Wednesday,"" a statement from the FA read.
""FIFA regulations allow participating teams to replace an outfield player up to 24 hours before their opening fixture.""
The news will come as a sizeable blow to Thomas Tuchel's plans. Livramento can cover both right and left back but came into the tournament low on match time having missed the last two months of the season with a thigh injury.
He played the second half of England's 1-0 win overNew Zealandin Florida, but was an unused substitute for their final pre-World Cup warmup againstCosta Rica.
-FA chief acknowledges performance clause in Tuchel contract but 'confident' German will be successful-Harry Maguire reveals 'awkward' Thomas Tuchel call explaining England World Cup snub-60 years of hurt - revisiting every England World Cup exit since 1966
Chalobah h...",True,200,0.9
FIFA World Cup 2026 win predictions,https://www.espn.com/soccer/story/_/id/49078938/iran-forced-leave-us-new-zealand-draw,'Oppressed' Iran forced to leave U.S. after New Zealand draw - ESPN,Unknown Publisher,en,2026-06-16T19:55:25.361410+00:00,text_paragraph,win_predictions,"INGLEWOOD, Calif. --Irancoach Amir Ghalenoei called his team perhaps the ""most oppressed team in the whole World Cup"" after he said Iran have been forced to leave Los Angeles and return to their training camp in Tijuana, Mexico, immediately after their opening match.
After perhaps the most strained buildup for any team in the long history of theWorld Cup, Iran finally took the pitch Monday at SoFi Stadium, drawing2-2withNew Zealandin their politically charged opener.
But Ghalenoei began his postgame news conference by expressing his unhappiness that the team's travel plans -- a return to Mexico on Tuesday -- had been changed at the last minute.
Iran's base camp was moved to Tijuana from Arizona weeks before the tournament, despite all three of their group games taking place in the United States.
The team was scheduled to fly to the U.S. two days before each game, before departing the following day.
However, Iran traveled to Los Angeles on Sunday and have said their travel plans were altered again following Monday's game.
A source on Tuesday said forward Mehdi Torabi's visa expired and that the team was asked to return to Tijuana after the match.
""We spent so much time in the air commuting, they didn't even give us time to recover,"" Ghalenoei said through an interpreter. ""After the game today, they said to us, 'You have to leave immediately.'
""It's very important for us to have time for recovery, but we've been told to return to our camp in Tijuana, and we are really troubled ...",True,200,1.0
...",True,200,0.8
FIFA World Cup 2026 win predictions,https://www.thehindu.com/sport/football/fifa-world-cup/,"FIFA World Cup 2026: News, Fixtures, Results & Live Scores - The Hindu",Unknown Publisher,en,2026-06-16T19:55:25.491602+00:00,text_paragraph,win_predictions,"Subscribed with another email? Logout and Login with that one.
Account subscription benefits alongside Premium Stories, Editorials,
              Opinions and more. Unlock these with Subscription
The View From IndiaLooking at World Affairs from the Indian perspective.
First Day First ShowNews and reviews from the world of cinema and streaming.
Today's CacheYour download of the top 5 technology stories of the day.
Science For AllThe weekly newsletter from science writers takes the jargon out of science and puts the fun in!
Data PointDecoding the headlines with facts, figures, and numbers
Health MattersRamya Kannan writes to you on getting to good health, and staying there
The Hindu On BooksBooks of the week, reviews, excerpts, new titles and features.
Football: the world at its feetJapan fans clean up stadiumWorld Cup records
Copyright© 2026, THG PUBLISHING PVT LTD. or its affiliated companies. All rights reserved.",True,200,0.8
FIFA World Cup 2026 win predictions,https://www.espn.com/soccer/story/_/id/49084431/neymar-trains-alone-brazil-world-cup-camp-calf-injury,Neymar trains alone at Brazil World Cup camp after calf injury - ESPN,Unknown Publisher,en,2026-06-16T19:55:25.540455+00:00,text_paragraph,win_predictions,"Neymar, who has been out for a month with a right calf injury, trained on the pitch sidelines on Tuesday for the first time since arriving in the United States.
The Brazil Football Confederation (CBF), said Neymar ""took another step in his recovery process"" with the appearance atBrazil's training groun in Morristown, New Jersey.
The formerBarcelonaandParis Saint-Germainforward performed his first running drills and worked out with a member of Carlo Ancelotti's coaching staff, according to footage released by the CBF.
He was called up by Brazil for the tournament despite picking up a calf injury while playing for Santos on May 17, and had not returned to training since.
Five-time world champions Brazil, who drew 1-1 withMoroccoon Saturday, playHaition Friday before meetingScotlandin their final Group C clash on Wednesday, June 24.
Sources said on Monday that Neymar -- still recovering from a Grade II muscle injury -- repeated the medical examination he underwent a week ago. The results had not yet been confirmed by the CBF.
Brazilian media said the team's medical staff were hoping to have him back fully fit for the knockout stages, meaning Neymar would miss both the Haiti and Scotland matches in Group C.
Neymar, 34, has not played for the senior national team since Oct. 17, 2023, when he tore the anterior cruciate ligament and meniscus in his left knee while playing for Brazil in a South American qualifier againstUruguayin Montevideo.
Since then, he has not worn Brazil's jerse...",True,200,0.7
FIFA World Cup 2026 win predictions,https://www.espn.com/soccer/blog/the-toe-poke/65/index,"World Cup awards: Golden Ball, Golden Boot, Golden Glove trophies revealed",Unknown Publisher,en,2026-06-16T19:55:25.564577+00:00,text_paragraph,win_predictions,"While it goes without saying that the iconicFIFA World Cuptrophy is the one that all players competing at this summer's finals are hoping to be victoriously lifting above their heads come the end of the tournament, there will also be several individual awards up for grabs.
Ever since the 1982 tournament in Spain, World Cup players have competed individually for the Golden Ball and the Golden Boot awards, which have been awarded to both the best player and top goal-scorer at any given tournament.
The Golden Glove award for best goalkeeper was then followed in 1994, though it was initially known as the Lev Yashin Award until being renamed in 2010.
-World Cup predictions: Champions, Golden Ball, breakout stars-What you need to know about all 48 teams at the World Cup-World Cup kit ranking: All 105 home, away, third alternate jerseys
On the eve of the 2026 World Cup, Adidas has unveiled the new, updated designs for the three main individual player awards, with the Golden Ball, Golden Boot and the Golden Glove trophies all getting new looks for the 2026 tournament in Canada, Mexico and the United States.
The 2026 Golden Ball award is modeled onthe Adidas Trionda match ballthat will be used throughout the World Cup.Lionel Messiis the reigning World Cup Golden Ball winner, having been bestowed the award at Qatar 2022 after captainingArgentinato their historic triumph in Lusail.
Of course, there is every chance that Messi could defend his title in 2026, but theAlbiceleste's38-year-ol...",True,200,1.0
FIFA World Cup 2026 win predictions,https://www.espn.com/soccer/story/_/id/49079184/tunisia-hire-renard-lamouchi-exit-world-cup,Tunisia hire Herve Renard after shock Sabri Lamouchi sacking at World Cup - ESPN,Unknown Publisher,en,2026-06-16T19:55:25.592306+00:00,text_paragraph,win_predictions,"Tunisiahave brought in Herve Renard to oversee the remainder of their World Cup campaign, it has been announced.
The move comes after Sabri Lamouchi, who coached Tunisia in the runup to the tournament and in their first game againstSweden, wassacked following unrest in the changing room.
Sources have told ESPN that Renard, 57, will arrive inMexico, where the Tunisian team is based, on Tuesday afternoon and will take charge of his first training session on Tuesday evening in Monterrey.
Tunisiaofficially announced Lamouchi's exit latein the day on Monday.
-Fired at the World Cup! Lamouchi joins exclusive club
The appointment marks Renard's third men's World Cup with a third different country after 2018 withMoroccowhere he managed one draw and two losses in a group-stage exit and in 2022 when he managedSaudi Arabiawho famously beatArgentinaandLionel Messiin their first group game but lost the next two and failed to qualify for the knockout round.
Renard also managed the French women's national team at the last Women's World Cup in 2023. They were knocked out in the quarterfinal stage by Australia.
It is the first time in men's World Cup history that a team has dismissed their head coach after just one game in the tournament.
Lamouchi, 54, paid for the humiliating 5-1 defeat against Sweden on Sunday, but also for the tension between him and the federation and some of the players since his arrival.
Wahbi Khazri, the formerLigue 1and Tunisia international midfielder, who was Lamouc...",True,200,0.7
FIFA World Cup 2026 win predictions,https://www.espn.com/soccer/story/_/id/49058214/how-three-year-search-sealed-usmnt-ideal-world-cup-base,How a three-year search sealed USMNT's ideal World Cup base - ESPN,Unknown Publisher,en,2026-06-16T19:55:25.617634+00:00,text_paragraph,win_predictions,"IRVINE, Calif. -- As the U.S. men's national team coach Mauricio Pochettino surveyed the scene at Championship Soccer Stadium in the Great Park Sports Complex, he could only marvel at the setup his team was enjoying.
On this day, over 5,500 people were in attendance at the USMNT's lone open training session during the World Cup, an event mandated by FIFA for every single participating team. But beyond the crowd last week, Pochettino was lauding the facilities the team had at its disposal.
""It's amazing,"" he told reporters. ""We need to say thank you to the organization, our organization, the soccer organization because I think to find that environment and facilities ... it's crazy. It's more that we expect.""
The World Cup is a lot of things for the players that participate. It's the culmination of a lifelong dream and the pinnacle of many a career. Practically speaking, it's also an extended road trip. In the case of the U.S. team, the players and staff could be together for over 60 days if everything goes right. Around half of that time could be spent in Southern California at the base camp.
""You want to feel like you have a good home base, right? You have a place that you [don't] have to worry about all the little details off the field,"" U.S. defenderTim Reamtold reporters. ""Everything's been taken care of for us. We're very, very much spoiled in that way as players, and that allows us to focus on everything that we need to, whether it be in the gym or on the field.""
The tea...",True,200,1.0
FIFA World Cup 2026 win predictions,https://www.espn.com/soccer/story/_/id/49075052/tunisia-manager-joins-exclusive-club-coaches-sacked-world-cup,Tunisia manager joins exclusive club of coaches sacked during World Cup - ESPN,Unknown Publisher,en,2026-06-16T19:55:25.692043+00:00,text_paragraph,win_predictions,"As if the 2026 World Cup hasn't already delivered enough shocks, Day 5 of the tournament brought the first managerial sacking after just a single game played.
Tunisia boss Sabri Lamouchi was dismissed after his side suffered a woeful 5-1 defeat toSwedenin the Group F opener andHerve Renard has stepped in to fill the void.
It means Lamouchi, who was appointed in January, spent just five games in charge of Tunisia (of which he lost three times).
While that may seem eye-opening, a head coach being dismissed during a World Cup is not a totally novel occurrence -- at the 1998 World Cup, it happened three times!
Still, Lamouchi is joining a very exclusive (if unwanted) club.
Spain's preparations for the 2018 World Cup famously hit a buffer less than 48 hours before their opening group game againstPortugalwhen head coach Lopetegui was suddenly dismissed by the Spanish Football Federation (RFEF).
The RFEF was not overly thrilled to find that Lopetegui had also simultaneously been negotiating a deal to becomeReal Madrid's new manager without informing them. It duly terminated his contract with the national team as a direct result, leading to Fernando Hierro taking over at the 11th hour.
Under Hierro, Spain finished top of their group by the finest of margins but came unstuck against hosts Russia in the round of 16, ultimately suffering a premature exit after losing on penalties in Moscow.
Already fairly unpopular before the tournament, things well and truly imploded for France and Ray...",True,200,1.0
